----- BASEFOLDER D:\EBOOKS -----
VOLUME D|Daten|742e-61d8|NTFS|1000068870144
FOLDER \EBOOKS

a5872992f60e2b182fff6319eb8cf9a09e708512e25d0f88f82d66988065a49f|functionalwebdevelopmentwithelixirotpandphoenix.pdf|4153134|2022-09-22 22_57_05
841dacf1e608e6ee99c3f11e5d8b3af5627e7fa367b32f930df1bfc3afbb5232|geneticalgorithmsinelixir.pdf|6501820|2022-09-22 22_56_40
1d0aa75ecbf03b79933b2b5d9436fccb7ccd3a678fb8b4c9bbf8c2ca13ee74c1|learnfunctionalprogrammingwithelixir.pdf|3055421|2022-09-22 22_56_55
bf3e14ff2bae6b7cf9d37cac781647d2aebc1c62d1a799594d0cccbad541bd07|metaprogrammingelixir.pdf|4479989|2022-09-22 22_56_37
672944cbcc50dcf588e7b8eb3da3e7b4acbf844c2e091b6f7a8e1d24862f4665|programmerpassport_elixir.pdf|2887837|2022-09-22 22_57_03
f8d53bb8f237befaa46e554d27ad6bda0c13b43f6692b71750646d2760b4bfc9|programmerpassport_otp.pdf|2403428|2022-09-22 22_57_13
8f39cfda7124d0ee0e472eb7b2a63214e925cab69ffa35274c9c28fce9770be4|programmingecto.pdf|3919421|2022-09-22 22_57_17
e34e0972537dee5d49aab947eabcfc18d07cd7ecb56273096438ddf51185b853|programmingelixir16.pdf|7594618|2022-09-22 22_56_16
4ea2979fcf1466f3ffe706b3a86897ed280eb8158be256926327719f7abb0824|programmingphoenix14.pdf|11361602|2022-09-22 22_56_26
865de9dac8be2a7b287be24b38ce458064792a9aefa6c92c4f38079137d4a540|propertybasedtestingwithpropererlangandelixir.pdf|5813589|2022-09-22 22_56_19
06d707e98b3e946b80ac2db45aeefa4889cf25d6455da5820c247e2dbb8b4fb3|realtimephoenix.pdf|19637785|2022-09-22 22_57_00
ae8ceb7e0d4a2a40a2434fd4f3a927704dcebcc95a2088f38eaf89574fb15f1f|sevenmorelanguagesinsevenweeks.pdf|6379635|2022-09-22 22_56_29
65e1f1afd9f3383989e1c74317718c23ed59bdf7ea9f27a48500670bd76507d7|testingelixir.pdf|4770737|2022-09-22 22_56_12

FOLDER \EBOOKS\PROGRAM_OWN_GAMES
dd4aa3765790eb4ca4084832456221544358af6938a1671eed65e193e1db697e|3dcharacterdevelopmentworkshop.pdf|74609100|2018-08-07 22_33_35
47d6cecb6e803b4f6a586f2a86613743352503221d8ca66587e633ba18c68ed2|artificialintelligenceinthe21stcentury.pdf|52975822|2018-08-07 22_34_25
bd1f7ce9e0f20b880ff060f58bb249a76403fda851ee8ea2ed1b8a2638d84c20|classicgamedesign.pdf|6015997|2018-08-07 22_32_20
9f7981d052093fdd45d134ce480eca4a7aab78d6785f65d9af16f3a61a3562a3|computergraphicsprogramminginopenglwithjava.pdf|40935600|2018-08-07 22_35_31
5279e2d0e69cbc579eb9ebd5115696f65694c0eefac415684707244805131a1e|digitalfilmmaking.pdf|17832346|2018-08-07 22_32_06
9946d6d04ddcddd605a283d09e45b3952bfca718b6f402e7acf634d07325aabe|gametesting.pdf|7693607|2018-08-07 22_32_31
575796c04ca105ce85a029759529ba6ff9a860a860a1be0f4f7e32ef5968165d|hollywoodstudioproductiontechniques.pdf|23913587|2018-08-07 22_32_21
830af32e9a212923ece96aaae231a66eec86d2e6f1a5f237595763e4aaf00c19|introductionto3dgameprogrammingwithdirectx11.pdf|35795295|2018-08-07 22_32_52
18c46f1c70c51c9e8084bc876b3df0bf2ff2165ff2265b2341e14bb0dfc7a811|introductionto3dgameprogrammingwithdirectx12.pdf|20316326|2018-08-07 22_35_22
4b3d510b60a494b1c3cd4667fb3e1015e9e91fa682bbed7ff72781985c6036bb|introductiontogamedevelopment.pdf|15190450|2018-08-07 22_31_50
ac5ed4e50165df0121748ab8ffe55b8e52a2d389076e3c462387bf5dab6d758e|iosforgameprogrammers.pdf|29194240|2018-08-07 22_35_26
4fe93e38a3068c5c1f1f05398df48c4f6627e9850f25b05744c704dfa32a9b93|programmingessentialsusingjava.pdf|12710188|2018-08-07 22_33_07
b87bc0dc6a40d238a887021d083c48684fb1e91a6e1450caf6f2742b064fa3f2|python3_pocketprimer.pdf|4439060|2018-08-07 22_33_49
3b34855ea93cef449863bfc359b36045829d8e42489031b37aa96f03de937f28|python_anintroductiontoprogramming.pdf|16196138|2018-08-07 22_35_10
a8b0ba8690522aca433579d0c88fbac4dc9fa1bd3ea06555c1fe340a1aef3cc0|python_pocketprimer.pdf|1477096|2018-08-07 22_31_54
3d4932d72265ea2c00b302d0609a5fd8e0168fef907beb020e7226b8b5f1173e|videogameaddiction.pdf|15889274|2018-08-07 22_32_09
1ed1035242c2dda47c42255e67dc18dcc39bb2b59e684b7feb8a9881676e6af8|videogamewriting.pdf|10034237|2018-08-07 22_32_27

FOLDER \EBOOKS\PROGRAM_OWN_GAMES\SUPPLEMENT
94239d434803082f8dc9c990efa1ef4d04d645fdcc7d35a1b8353b2ea8622d44|artificialintelligenceinthe21stcentury_supplement.zip|30007856|2018-08-07 22_36_43
406edd8db0bc08b831969f3f0264c94c803466a4bab4d86a27d454dc4139925f|programmingessentialsusingjava_supplement.zip|33762176|2018-08-07 22_36_23
892d958c800401827f6dedbbb2a448d0c7a147257f56aec312e9c9823cfe75a4|python3_pocketprimer_supplement.zip|1226968|2018-08-07 22_36_21
c63f3b9195f1c635c166c5cd66d80a6a12ccbd9674c426ce627f8eeadd4389be|python_anintroductiontoprogramming_supplement.zip|131724349|2018-08-07 22_37_39
f8659aae6ed7429154bd7ff69f0e78d995672d3fb5d3e4aea8e6187da8ed6298|python_pocketprimer_supplement.zip|15068030|2018-08-07 22_34_18

FOLDER \EBOOKS\PROGRAM_YOUR_OWN_GAMES
dd4aa3765790eb4ca4084832456221544358af6938a1671eed65e193e1db697e|3dcharacterdevelopmentworkshop.pdf|74609100|2018-08-12 10_47_10
bd1f7ce9e0f20b880ff060f58bb249a76403fda851ee8ea2ed1b8a2638d84c20|classicgamedesign.pdf|6015997|2018-08-12 10_44_22
9f7981d052093fdd45d134ce480eca4a7aab78d6785f65d9af16f3a61a3562a3|computergraphicsprogramminginopenglwithjava.pdf|40935600|2018-08-12 10_46_33
5279e2d0e69cbc579eb9ebd5115696f65694c0eefac415684707244805131a1e|digitalfilmmaking.pdf|17832346|2018-08-12 10_44_09
9946d6d04ddcddd605a283d09e45b3952bfca718b6f402e7acf634d07325aabe|gametesting.pdf|7693607|2018-08-12 10_44_55
575796c04ca105ce85a029759529ba6ff9a860a860a1be0f4f7e32ef5968165d|hollywoodstudioproductiontechniques.pdf|23913587|2018-08-12 10_44_42
830af32e9a212923ece96aaae231a66eec86d2e6f1a5f237595763e4aaf00c19|introductionto3dgameprogrammingwithdirectx11.pdf|35795295|2018-08-12 10_45_08
18c46f1c70c51c9e8084bc876b3df0bf2ff2165ff2265b2341e14bb0dfc7a811|introductionto3dgameprogrammingwithdirectx12.pdf|20316326|2018-08-12 10_46_32
4b3d510b60a494b1c3cd4667fb3e1015e9e91fa682bbed7ff72781985c6036bb|introductiontogamedevelopment.pdf|15190450|2018-08-12 10_42_13
ac5ed4e50165df0121748ab8ffe55b8e52a2d389076e3c462387bf5dab6d758e|iosforgameprogrammers.pdf|29194240|2018-08-12 10_47_22
3f87654d08f1160ef86f7cc0acba133aef41f528bc26afeb098234220afe0c12|photorestorationusingadobephotoshopcc2017.pdf|157128914|2018-08-12 10_50_43
4fe93e38a3068c5c1f1f05398df48c4f6627e9850f25b05744c704dfa32a9b93|programmingessentialsusingjava.pdf|12710188|2018-08-12 10_45_00
b87bc0dc6a40d238a887021d083c48684fb1e91a6e1450caf6f2742b064fa3f2|python3_pocketprimer.pdf|4439060|2018-08-12 10_45_39
3b34855ea93cef449863bfc359b36045829d8e42489031b37aa96f03de937f28|python_anintroductiontoprogramming.pdf|16196138|2018-08-12 10_50_34
a8b0ba8690522aca433579d0c88fbac4dc9fa1bd3ea06555c1fe340a1aef3cc0|python_pocketprimer.pdf|1477096|2018-08-12 10_43_58
42f0aad64f669eec8913821e8276c69894a5cf7f09270421ba83154972f6c5ad|storyboarding.pdf|17781454|2018-08-12 10_46_31
3d4932d72265ea2c00b302d0609a5fd8e0168fef907beb020e7226b8b5f1173e|videogameaddiction.pdf|15889274|2018-08-12 10_44_18
1ed1035242c2dda47c42255e67dc18dcc39bb2b59e684b7feb8a9881676e6af8|videogamewriting.pdf|10034237|2018-08-12 10_44_32

FOLDER \EBOOKS\PROGRAM_YOUR_OWN_GAMES\SUPPLEMENT
26fb3ce5f8b7584fb279b7b241ded4e794edb507287aa7877cc87ac240af6938|learningelasticstack6.pdf|32557924|2018-08-20 20_07_25
406edd8db0bc08b831969f3f0264c94c803466a4bab4d86a27d454dc4139925f|programmingessentialsusingjava_supplement.zip|33762176|2018-08-12 10_49_38
892d958c800401827f6dedbbb2a448d0c7a147257f56aec312e9c9823cfe75a4|python3_pocketprimer.zip|1226968|2018-08-12 10_47_27
c63f3b9195f1c635c166c5cd66d80a6a12ccbd9674c426ce627f8eeadd4389be|python_anintroductiontoprogramming_supplement.zip|131724349|2018-08-12 10_50_30
f8659aae6ed7429154bd7ff69f0e78d995672d3fb5d3e4aea8e6187da8ed6298|python_pocketprimer_supplement.zip|15068030|2018-08-12 10_48_52

FOLDER \EBOOKS\PYTHON
3afeaa3e0c9a95604a3ee0c45e21ccd0932aa8055ad4e4579c531bac681319f6|artificialintelligencewithpython.mobi|87614108|2018-03-17 16_20_24
d90df83712e73a426ac7e7e5957a2b20d3d0a57e2dc77bcb8dd713dfad3eda98|artificialintelligencewithpython.pdf|33296983|2018-03-17 14_58_37
e5a733f9d7f4063c592b98401985c4848dc3a8e924cf1ed83ad2a9a5f471472b|artificialintelligencewithpython_video.zip|341262293|2018-03-17 15_12_40
1025d47e16e2fdf268b8861ad6e0788adba1cf7e4b6f4c9b3453778759aac180|buildingmachinelearningsystemswithpython.mobi|16050165|2018-03-17 16_19_01
5795d325f26d02bb1c8644bad32c6bf545f3de7a4314e9644d6f8f99e6107868|buildingmachinelearningsystemswithpython.pdf|6840629|2018-03-17 14_59_17
a18601fd2db02c7b400441c5445123278ba95e9b1fad9033dd8c8be9be0b8b8f|deeplearningforcomputervision.mobi|112072297|2018-03-17 16_20_23
96210f0bb8f4823e7d9db2de27dfd9493a33d55e506a7515f8c3a55d39ac2e5a|deeplearningforcomputervision.pdf|54368226|2018-03-17 15_03_33
6ac683e9069bce58b54d0e49234bb9a9d5939eea0fc3bc32905740360859dca0|deeplearningwithkeras.mobi|83143316|2018-03-17 16_20_24
b21c396972b44f182ca9e2794c9cc09dcbc05e8ca610489e9f00a81832e4e30b|deeplearningwithkeras.pdf|37518245|2018-03-17 14_58_21
7d0fe8d8fe19d253a38fce31e980260c4003041fc8110304dc2642852c2c70d2|deeplearningwithpython_video_20180305.zip|383862716|2018-03-17 15_16_37
449f991a4ff3f4a200c3d9c1661d8ed0e8fe9ddc2050d2412f1b267188cae3c1|deeplearningwithr_video.zip|667350602|2018-03-17 15_21_18
0ab720dc377fea0ce4af0157ff40214d41e26f447a93869fac2bc2316f19ca3a|deeplearningwithtensorflow_video.zip|439442129|2018-03-17 15_17_39
05534e38ccb6002d96b53e1cbd42da90644fdd2766e405e18c153f5904b7f095|implementingaitoplaygames_video.zip|771614347|2018-03-17 15_21_12
4237232a08193422f8018dbc24e5c4672b8219ea92a447b78ebd971bbfd2f020|kerasdeeplearningprojects_video.zip|517855711|2018-03-17 15_17_20
c2a6a68fd9a4cb4d8c7cb01ab82ac541d16a8aae2779ff31a7ef9065b6148262|machinelearningalgorithms.mobi|77041785|2018-03-17 16_19_36
6e8172a98a4e9ac9c506b7e9cea1361c5d1b7056afe579a1f0681b5b625e1857|machinelearningalgorithms.pdf|37271430|2018-03-17 15_02_48
ab196adfd8f072cfa50267f7e4e13ba5c0407162ca0ad8010664b4d8f8ef642c|machinelearningfordevelopers.mobi|48300279|2018-03-17 16_18_45
c2f257313f96c8661ffac1e2d25a38d5ada907b2ed844873765b8d10ca8b81ba|machinelearningfordevelopers.pdf|20920643|2018-03-17 15_04_13
1b248d8e12db9c1302f3510427f35936fe69871e82f0fdd2999e71c6da7d9d84|machinelearningforopencv.mobi|35640433|2018-03-17 16_19_00
0e03be211b78d7a3bb068991796337ee2df11af48cd7ff0c0461cab278232a39|machinelearningforopencv.pdf|28467350|2018-03-17 15_02_11
3441c644329dd752c2c9e0f09929972b2f2272b4551c9edc6e76ed646580ef8a|machinelearningwithcplusplus_video.zip|303531389|2018-03-17 15_06_30
81b50816a7f8a035a3101bdcb9ba7a046e126b9e0c1e0b99d7ccab170a08bec2|machinelearningwithgo.mobi|11371142|2018-03-17 16_18_45
57d18a51396996b2248d956860c4f1c6ad973ddce88f6e50ba1d03e44d4dc22b|machinelearningwithgo.pdf|6273998|2018-03-17 14_59_46
88c2a619bef28504e979f059fc4e3afe5b6020343fe3a1ece7ae39946204aad6|machinelearningwithr.mobi|18104702|2018-03-17 16_19_51
501350aebe53f1ada9fb73331b5609fd0cb88bfe3df33c1b483f53e4b407013d|machinelearningwithr.pdf|11447006|2018-03-17 14_57_37
9fff13b99d38beca95f3d63d008657b365eb04871842f1500acf0931dceb10e0|machinelearningwithtensorflow1x.mobi|37696964|2018-03-17 16_20_20
0c697ef3fe5d94d0321c0c5634245d4a22d91f075bc06e8a914b7b751350c261|machinelearningwithtensorflow1x.pdf|15387000|2018-03-17 14_57_54
3cf20883baa444456a28b629bcc03a599c4f44d6079e4bb39cdd56b843c2e3d6|masteringjavamachinelearning.mobi|52477016|2018-03-17 16_19_55
f8b4a76b4bcce67b97bafd0f7acf2fa9b343391ec3fb6e8310031fe32e912bf0|masteringjavamachinelearning.pdf|16543812|2018-03-17 14_59_00
13c23c77e05205d3783fcf327eeb07fd1f2be2b40d6306b8ea87051261e53437|masteringmachinelearningwithspark2x.mobi|35997349|2018-03-17 16_20_20
a5f28f99f269cf67ef8a3de9f751bf07c5b8846141363474b8f06a9763961cad|masteringmachinelearningwithspark2x.pdf|13846344|2018-03-17 14_57_06
b5bdcc6fdfd415977d58460f31beff4ae81e49e41b4bf57c809e92f29ff8a2c1|neuralnetworkprogrammingwithjava.mobi|14748759|2018-03-17 16_18_13
436e53e41c16f63ba3d1a60a6a82982d7bbc32d21c09e0329a2015f10dd4129c|neuralnetworkprogrammingwithjava.pdf|4689530|2018-03-17 15_02_59
89c76fe14908fc83cdb3226beed3c058379f528f58d5d737ab9e732f682df059|practicalgameaiprogramming.mobi|116899934|2018-03-17 16_19_26
93724c98f28048b0998ae07ec0ecf3a39fbcc0ec014a23029035fb544734c678|practicalgameaiprogramming.pdf|58009761|2018-03-17 15_04_42
d52d72d532753964245160e12ed35b627e06e37719182940a28b3be5e9103a13|pythonartificialintelligenceprojectsforbeginners_video.zip|453015690|2018-03-17 15_19_40
5a4e27fb8197eaa1993ce2cf68b87dc9f16d3740f6317fff5e2d365dbada9e39|statisticsformachinelearning.mobi|28050128|2018-03-17 16_17_59
5634b8139c555984e5f02817f167f47c130546422322c35ae1c619b615c77374|statisticsformachinelearning.pdf|17514107|2018-03-17 15_04_23
18048df7549383329ffc4336ee50fa8ce3b8efff0cb0a9c35cce1e17b0c9dc0d|tensorflowdeeplearningsolutionsforimages_video.zip|213568630|2018-03-17 15_10_57
1acf5fafb96b311f4c93cc70957a1e22a3b3c776452cd97270f39d4a836cab54|unrealengine4_aiprogrammingessentials.mobi|28582371|2018-03-17 16_18_32
ccf3fc28739effdb73becd36a51efcca697e03d7995a2c77c32b5cdf7fd547e7|unrealengine4_aiprogrammingessentials.pdf|6682614|2018-03-17 15_03_07

FOLDER \EBOOKS\PYTHON\DEV
ca9ede440622201634f6a1e87fe0564bdf6b96b9a407c06cce5881dc87d9c744|fluentpython.pdf|11925001|2018-08-12 12_16_00
747fa940c37c1fbc983de0e7c7f20862974cd9fb33e61ca9225728412d0fea9c|illustratedguidetopython3.pdf|3385720|2018-08-12 12_15_38
6676deb45d3d060c057bdfe1fa7c071526830b869554289082929018053cdddc|mastering_pycharm.mp4|17668647|2018-03-26 17_40_12
2c6ec3d2a888963195195bfef08c49c36c299a1a9a3c68037c972906e3403d9d|mastering_pycharm.mp4.zip|16617816|2018-08-12 12_16_24
5a5c34833fe4ce6db8926f587cb5f3eb17e60b1a8cf773398df91899002b5be7|python-jumpstart-course-intro-video.mp4|29656903|2018-03-26 17_40_44
0809f7b43701a1cbc19fd66a5b4570c31b9876e4495aaa95b4d068292ac7875a|python-jumpstart-course-intro-video.mp4.zip|26843833|2018-08-12 12_16_30
faf452b5d4dc6355099a5e7b2d5e41dee2e93d8a87be9f4159287a3506bbe0f2|pythontricks.pdf|1366341|2018-08-12 12_15_45
473b80be1afaa2f636eb6e29d45467141f93b6a371b2e474aebe4eb660522fb2|thoughtfulmachinelearningwithpython.pdf|8807568|2018-08-12 12_15_53
53157ff7cfbda28d909cabcbc232e661b1c4896259e505a898c8c4a2c7c49288|write_pythonic_codes_like_a_seasoned_dev.mp4|6777724|2018-03-26 17_39_56
c80a81c4d66d6bdc9be0b7e5bdf85c5a780d64702f94c2da3199f1d993292e81|write_pythonic_codes_like_a_seasoned_dev.mp4.zip|6452476|2018-08-12 12_16_16

FOLDER \EBOOKS\ROMANE
58deeba0bbdc94d993d5b61a00ae6a16ccb9c6333098c226e82ac518c9079968|Mein_Leben_ohne_Gestern_-_Still_Alice.epub|386870|2021-04-03 21_10_41

FOLDER \EBOOKS\SpektrumDerWissenschaft
88482e39ef57073c6ac8ffee1892a8c715a0a6880e46c64281de451858e4bb74|0d3a1d76cb_SdW_Kompakt_Quantentechnologien.pdf|11506186|2020-08-29 12_31_15
eda119273c33010eed29207f6d41dd38f27f311f8a66ac878b9e6ce69dccc1ec|4364cb7296_SdW_Kompakt_Quantenphysik.pdf|10147724|2020-08-29 12_31_21
9802dc963fd0be368abf0782c19f8a544cd36fc4c0aef8f0b00ee32d74a6a2a8|58fe430fdc_SdW_Kompakt_Das_Nichts.pdf|10086821|2020-08-29 12_31_07
ce592bffd891ef89f1e41074900a3b4f167ad26ecc98319756df1442c2221abf|7048d6fea4_SdW_Kompakt_Bewusstsein.pdf|5453287|2020-08-29 12_30_51
ca544fdd70592fc2ba5dba91c5602a212aefc75b86d66e0bce943b9a7792b99d|db68fe6ee6_SdW_Kompakt_Quantencomputer.pdf|7315734|2020-08-29 12_31_00
0d1fb55f0467a7a1313d076576c6b8fe88db13cac4899adf299c416255fc150e|spektrum-kompakt-aktiv-fuers-klima-20191002.pdf|11799713|2019-10-08 19_35_14

FOLDER \EBOOKS\SpektrumDerWissenschaft\DOUBLETTE
88482e39ef57073c6ac8ffee1892a8c715a0a6880e46c64281de451858e4bb74|0d3a1d76cb_SdW_Kompakt_Quantentechnologien.pdf|11506186|2021-07-16 19_38_20
eda119273c33010eed29207f6d41dd38f27f311f8a66ac878b9e6ce69dccc1ec|4364cb7296_SdW_Kompakt_Quantenphysik.pdf|10147724|2021-07-16 19_38_14
9802dc963fd0be368abf0782c19f8a544cd36fc4c0aef8f0b00ee32d74a6a2a8|58fe430fdc_SdW_Kompakt_Das_Nichts.pdf|10086821|2021-07-16 19_38_01
ca544fdd70592fc2ba5dba91c5602a212aefc75b86d66e0bce943b9a7792b99d|db68fe6ee6_SdW_Kompakt_Quantencomputer.pdf|7315734|2021-07-16 19_38_09

FOLDER \EBOOKS\SpektrumDerWissenschaft\Kompakt
db7d4e7928326abe5420f8ef5b6492ff297f74a236b084bb87f4cb221e43e96c|28619d7227_SdW_Kompakt_Transgender.pdf|6329450|2022-08-23 18_50_55

FOLDER \EBOOKS\SPRINGER\Developing Your Own Games
1f9f32884c93b3603123da988b693a2d6970014d513c98a768ae73eae25e4248|beginningandroidgames.pdf|12592694|2019-10-23 22_37_12
eb5a0ff15cd7fa27e5416ff85841795b082b290c1b842aaa1015cda3d5e24745|beginningiosargamedevelopment.pdf|12539305|2019-10-23 22_37_20
e244162019fa0014fdde389fc1f7a8e8e56b82a2e58e832076b36410d41505bd|beginningswiftgamesdevelopmentforios.pdf|5362617|2019-10-23 22_35_49
b19e989d7817c27e03fb32bf3242735082c383abb542c603d11b5ad43eb068e1|buildinggameswithethereumsmartcontracts.pdf|3429792|2019-10-23 22_36_40
55fab70a33853761483f7ce77f3c1a9abd9aef78dbafc01fd76aaee5d45735a0|developing2dgameswithunity.pdf|16451176|2019-10-23 22_37_03
538e9e5c4b948ab4c3ac05f327f1d52e6d95683fdf37ce1aaa46df065fbc9ca6|developinggamesontheraspberrypi.pdf|5433936|2019-10-23 22_36_04
c2b32d2aa9d42f41e35aa246bc5d4577066c81695bcb8d253d6cf6621d55e23d|developingturnbasedmultiplayergames.pdf|2715374|2019-10-23 22_36_10
dc8faeead780626a0064a8491d468387e7b13226808f1d9f836a6a39b5a27194|essentialtypescript.pdf|10948811|2019-10-23 22_36_51
69a0c0221ee7d1c547b3c74d3d6c8cad504257d17e9b759f854a6c7219d968ee|gamedevelopmentwithconstruct2.pdf|10114717|2019-10-23 22_37_24
512c4370ae0311476b8444a1347e7387b6f71dbe5a35799d58a7ef0296dbada0|gamemaker_studio100programmingchallenges.pdf|4491542|2019-10-23 22_38_32
80cfd29c89ce237c3ce9536ec1e19339274f00d5503fb5d0d59b20e1746e81db|introducingjavascriptgamedevelopment.pdf|5254155|2019-10-23 22_38_28
fc0fdc932ff032790adde04726aac6397df9e356229c2832bad5847e1e140bf6|javagamedevelopmentwithlibgdx.pdf|9615627|2019-10-23 22_35_42
a086cea4896ed5d04eaeeb97b9227cb825b025e4d6acad4262b684b0ae480f40|learnunityforandroidgamedevelopment.pdf|13364570|2019-10-23 22_35_59
befe7aa817f7d0c5b4d313a22288a5accbb4cbe7cd8bfa1acd96baf1fea64100|learnunityforwindows10gamedevelopment.pdf|22802497|2019-10-23 22_36_31
507dda92f8f3ee5e1546a5f76af771c8381bd33c3ca863190f64bd4aa5aec472|letsbuildamultiplayerphasergame.pdf|1759554|2019-10-23 22_37_14
48d42519564388d13b3993df1d17d53ac0a33c130d13e9018d7215b6f3b13634|mostlycodelessgamedevelopment.pdf|4707408|2019-10-23 22_36_20
5e28ddacce34b207fcea07c6f09e0f88ac6881223317f51fe3a5e10fc188db73|physicallybasedshaderdevelopmentforunity2017.pdf|8379235|2019-10-23 22_37_01
9f2679624cdc5082269e510a45d50df148ffc7c17dcc3c3125bdcd020e3db17d|practicalgamemaker_studio.pdf|9565300|2019-10-23 22_36_52
af295d36bd282a77010a1a6b4ca76c6cecd0d449bc644206e07aefa7880fc5fd|practicalvideogamebots.pdf|12600960|2019-10-23 22_36_02
0ed76cbdb0d848573627eef5d82bf2e32b9005b4e6968effa87d2c913f131f96|programarcadegames.pdf|8832807|2019-10-23 22_37_10
f7864927c175e894ed9c45c3cf4b0581be6a4fd1b7cc30f38d6b5fb24da6cbe0|prohtml5games.pdf|12011943|2019-10-23 22_38_25
9a09043febef684d5ee47ab40de5974d524890c27a172ed1d4f26e913b05b46c|projava9gamesdevelopment.pdf|51530559|2019-10-23 22_37_11
39e319b0d63b93476ec675881005bccef9e5292bb7c9b1a3042596c66e847727|pythonpygameandraspberrypigamedevelopment_2e.pdf|6230473|2019-10-23 22_36_14
875dde3b992092ecf80d1fee3bb62d2e27547bd797e41888a79eb41f92a43124|theadvancedgamedeveloperstoolkit.pdf|5646491|2019-10-23 22_36_31
f97d17496e99cb6e94083264d79e8d5695d0152186da574c01d4b82994b5e786|understandinggameapplicationdevelopment.pdf|6455072|2019-10-23 22_37_30

FOLDER \EBOOKS\SPRINGER\FULL_STACK_WEB_DEVELOPMENT
338f27719e9bad67ac651cdbb7026a769e0e9dbae5f3d8ca4e118a10badc1cb0|beginningreactandfirebase.pdf|7669961|2022-09-07 21_41_01
f304ff5cceb5babcf43edbd34cd0189bc9cbe135bb7336150c661630a6e07a88|buildingofflineapplicationswithangular.pdf|6072946|2022-09-07 21_41_22
4d5ff34c9139deb938942dd976e7ccb5b87c24fd387c76ab3e49a4c9e70e1bd4|creatingappswithreactnative.pdf|5535770|2022-09-07 21_41_50
d4c323a356f3fd79586361232b4674c6385f6efe64a60cf105ee2865d6a666fd|database-drivenwebdevelopment.pdf|4004614|2022-09-07 21_41_10
df1b62dae51da64dc5b42945543c8d98080ba23428ea670d5464ae7fd9e5b41e|decoupleddjango.pdf|3974443|2022-09-07 21_41_14
6acea50aac8b75e5de925ec04a139d6f3c2e63e54c731ebd11749d934cb20f8e|definitiveguidetojakartafacesinjakartaee10.pdf|9130562|2022-09-07 21_41_06
dfd6a968231b6bd293e45e2e89c16962ba74616f6ed218fdd2d6e8fc290f4874|docsfordevelopers.pdf|3920495|2022-09-07 21_40_45
47d11bb9f271adadce942dd4bec6e715c590fccb5553e8293bf723d40be9ddcf|domain-drivenlaravel.pdf|9554661|2022-09-07 21_40_19
8da9898d4e2802f06c2ae38ccdfd718300a14dfea7b9c87fe8248ff389f40121|essentialtypescript4.pdf|10842180|2022-09-07 21_40_38
4101d957d89dd7b47071d9b018e0e7b3872815bddfed5b303da1eceadeda173b|foundationgatsbyprojects.pdf|19887947|2022-09-07 21_41_30
aa80b6f6075bbac83ff5a172a46091c92edd1a9f98bf2bbe28233c3516b787b6|freebsddevicedrivers_preview.pdf|738272|2022-09-22 19_51_34
efc9b24308ae037cdda50831f399bc49f715d82dd3eb033e9fb1013fcb9ac47e|jqueryrecipes.pdf|21162627|2022-09-07 21_41_35
ef64573c367bc20ebdd8bbe69b95f095e9fb35f3e8065618f3d35c711543d83d|kubeflowoperationsguide_preview.pdf|114176|2022-09-22 19_56_53
af920b378c79d22ef1d4a44c0d9c935b6f308e52c9fe1dc4c174c54a551e49ce|learnapitesting.pdf|6033735|2022-09-07 21_41_53
34f8712c6170de38cd72c3fa51b85d3926910258173569bb4ad4755c136bec04|mernprojectsforbeginners.pdf|11265999|2022-09-07 21_41_26
ea447d7d7155853e233a9682fa9a564f29a3cbd94683871160845e3fb7bbe5b8|modernfront-endarchitecture.pdf|2502311|2022-09-07 21_40_03
6138f3db955a04af86b7fe4932c291515c20eb5d0f88bb7558c7203b9c87cba4|php8solutions.pdf|19095578|2022-09-07 21_41_43
404c89ae3855316a51a1be7a947fff27e534a615b379239a34b409c16caf3fee|practicalenterprisereact.pdf|10655579|2022-09-07 21_40_22
6953c3d479d49058a8e16ac78d811b4a1098cd1beededd718ca51529929d4dfe|practicalsvelte.pdf|6874990|2022-09-07 21_40_39
ed143f06e5ca3a991f038f8afa7bcd97e045ffc734e5d899c208eef7065940e1|proangular.pdf|28744498|2022-09-07 21_40_34
38d7d6625e2dd1ddae830a3d70eb79a0dbedebe45ce1fd2dca3a596a8c054c12|prodatavisualizationusingrandjavascript.pdf|11881249|2022-09-07 21_40_15
77c33458ded80b1ed318483f5cd0e584e1ff641203a5c7b3e8f10b628fd96ae1|reactandlibraries.pdf|9385286|2022-09-07 21_41_38
d2c74453e5cca58a58cea7dfeaffaa666ce2b11de67b07cae5f63a0920734bc2|real-timetwilioandflybase.pdf|1370975|2022-09-07 21_40_08
db97983ce48f70a231ebfd0dc7070ecd56ecdaf89bfb0deca44bb70c98488a2d|springbootwithreactandaws.pdf|14117411|2022-09-07 21_40_52
ca0d05c05b3105c4ea7f10efd48f8babfca30d0785e75800794e379e6540eb8c|springrest.pdf|5791016|2022-09-07 21_41_45
493d6c98f6462a972817d9811312f4b843fc532a4f25a6db2209214269c951b0|webappdevelopmentandreal-timewebanalyticswithpython.pdf|6987365|2022-09-07 21_40_55
6a5b9b44cb32431d0d5bde8f7772577cd7bf8c225ee70d1f91c4ecaec302bb20|webassemblyforcloud.pdf|3946838|2022-09-07 21_41_18

FOLDER \EBOOKS\Stiftung_Warentest\BluetoothLautsprecher
