----- BASEFOLDER D:\EBOOKS -----
VOLUME D|Daten|742e-61d8|NTFS|1000068870144
FOLDER \EBOOKS

b69208a3fb99241eaf01a1f8764ecf5aa355b0c807bca67116d1241c46c6167c|kotlincookbook.pdf|6260237|2021-08-01 09_22_09
3b178afd4be8fdbf7176d78256efa95f9e4bbe0b63e61932ed25dc3e40ba2836|machinelearningwithpythoncookbook.pdf|5158113|2021-08-01 09_22_28
873398abc25e8b13892517e6813f2a71872eadc9758ece195eea96bd50899755|pythoncookbook.pdf|8261489|2021-08-01 09_21_37
769981bfe9e38057bc553eb095b341f9b2c3ea345926b66a40d929757bb31763|raspberrypicookbook3rdedition.pdf|165781367|2021-08-01 09_24_03
1f348677af1cba66f1013dce277cf8264340361c843c935e5a84770b79011f39|rcookbook2e.pdf|13371129|2021-08-01 09_22_03
19be9bddf2333c02eb88d9746b4adeb5f2ede801de042812d79ef93c37c5486d|regularexpressionscookbook.pdf|8175194|2021-08-01 09_22_39
121885fa4b71ad41683b23017e503438bed4959652355ed8a6783154daacf2be|rgraphicscookbook.pdf|34573397|2021-08-01 09_23_13
5f80b3088213a78580bccff56fbe4d6f3e59fe021cfe316d51ea91f7ba508213|sqlcookbook2ndedition.pdf|2803807|2021-08-01 09_21_40
260298ce82ded0fdd5ee72841a5af3dfdf40210fffc232226e29c2615d073ba0|unitygamedevelopmentcookbook.pdf|36008416|2021-08-01 09_22_29

FOLDER \EBOOKS\OREILLY\PYTHON_PROGRAMMING
2d0eda268c517e86a5f9fbc577143208ec139b0b9fd0f351264634e32d8e7c73|elegantscipy.pdf|31506722|2021-11-19 21_16_17
04e71d57c807b43092e374291513a52ad3a21b79ee18006a9413e30dbf84a007|flaskwebdevelopment2ndedition.pdf|5918173|2021-11-19 21_16_01
374dad160bd4464859e3d7405e53aa02dec9b194bff3c863c1e99eb6a86df16a|hands-onunsupervisedlearningusingpython.pdf|9050038|2021-11-19 21_15_57
10f6a5f2abebf9b646f349a5cf2a2b04e846d5d20f5e934f164cbc2baa108ea4|highperformancepython2e.pdf|11101171|2021-11-19 21_17_27
8706bc097cb40c2ff39110287e6de4bd64e116ddfc255888660a561cde5716cc|hitchikersguidetopython.pdf|5492946|2021-11-19 21_16_05
4fa1c6ae37e8af54398e803164fc2ee349650bb7877efa1065fdb2da28c853df|introducingpython2e.pdf|13230563|2021-11-19 21_17_18
1c7468eaa50cdc92de49e97daad570bc7257531a435a693d2b8647b1db633101|machinelearningpocketreference.pdf|26327791|2021-11-19 21_17_44
ef7d548075e9a6e6802dbea13433f0196b83f5735ba0b6bd70721c96a14176c8|nlpwithpython.pdf|5385868|2021-11-19 21_15_52
c3ed0005a065a0a682a00518e8670687016e5dc30cde66816257c63f2b32461f|pythondatasciencehandbook.pdf|17165292|2021-11-19 21_16_10
6fea3926d336c94d5dfef9603972a9788aca1bf2221ddb83fffae77d0ef05887|test-drivendevelopmentwithpython2ndedition.pdf|12187802|2021-11-19 21_17_10
7a8a8a7b0b433f9e85c49ecb524edd7344fa1822fd85b5b60e77b826d6e28a37|thinkpython2e.pdf|4410735|2021-11-19 21_16_22
99adaa87a8ff2b41380abf1d9084c73d6f3e523cd0d11ced98188363e5aabc87|thoughtfulmachinelearningwithpython.pdf|7727012|2021-11-19 21_16_34
8d8b030f285917181c5b61f5ece06b8212fc964bae602bfe5f72b9dcb2b3cd1a|usingasyncioinpython.pdf|6108035|2021-11-19 21_17_53
faad1da8df698a1e8369c33369f2a8a4565034fab30a52d4f331c85259cf196a|webscrapingwithpython2ndedition.pdf|6610295|2021-11-19 21_17_34

FOLDER \EBOOKS\OREILLY\SOFTWARE_ARCHITECTURE
4d886540002b2113aff40353586396c5bc4cbe2185c3f348c64c14ef5154025e|artofagiledevelopment2e_V2.pdf|7276526|2023-09-12 23_14_37
de241f921af7e99fd11093d75ec91168623c2bef447a64e92a3bf51d73771615|buildingevent-drivenmicroservices.pdf|10881308|2023-09-12 23_13_04
241cb8bf16ab64e208c8758fdb10d70d957819adb5cdfbbd0ca217fc40159c89|buildingevolutionaryarchitectures2ndedition.pdf|8604571|2023-09-12 23_14_14
4462844d778b7027f42d5729662916ec8602f54da41c1903ab0b19015ba7f893|buildingmicro-frontends.pdf|8996870|2023-09-12 23_12_59
73878f3c0148b9671ff3b2f03bc1eab4c00e173a401023bbb2eef94fad8a2975|continuousapimanagement2e.pdf|4184178|2023-09-12 23_13_06
3bdbb5333d4142d6472d73af169f8b9a091317b3c3bfb35755177700c9765baf|flowarchitectures.pdf|13648876|2023-09-12 23_12_44
c48957670dd88ee1c17bf6c495b9b8a2e4668ba5c72abd2fff5555d1e01e1ea1|foundationsofscalablesystems.pdf|6594732|2023-09-12 23_13_34
ec679b02a13666feaa6b4d8b190b134a21a1e944c003faefffa53f942504cb8b|fundamentalsofsoftwarearchitecture.pdf|24694512|2023-09-12 23_13_27
a56c194169e0741d64037a366cf63b1ad2fc39b137e718d58b0aad7d1467822a|learningdomain-drivendesign.pdf|20368859|2023-09-12 23_13_30
a35f27bdcd69b94e0cb2716247d3881654312322d29542c7727995b14fdc6ef7|masteringapiarchitecture.pdf|9770483|2023-09-12 23_14_09
cecd2c8d2ab4cbe2312a36c21956f34727d5c9d5bdf2da6364e5c84c196a78d0|microservicesupandrunning.pdf|10600476|2023-09-12 23_12_53
076defc9240d36cf4115d0ba6a0258d738c626146bfa3192440f8294da347fb4|monolithtomicroservices.pdf|13603380|2023-09-12 23_13_23
07e631a86279d5063124d10101d2c3fc7dc08b37a918f9f7242553b1d1c6d260|softwarearchitectelevator.pdf|22355068|2023-09-12 23_14_13
7c8a6444b07cbc8da1f0c75a6ae650110113a3c9da8678f0f1c914f30ef19b59|softwarearchitecturemetrics.pdf|8429225|2023-09-12 23_13_51
3496a6c441dda8e59ad61158fe4c3595edc7727d1962debce32af75684782261|softwarearchitecture_thehardparts.pdf|15918800|2023-09-12 23_13_46

FOLDER \EBOOKS\OREILLY\SOFTWARE_DEVELOPMENT_BOOIKS
25092d1625bad249fbf306f0527e4ce6fcbc226554bd9f0ca7b1da335a8d7781|97thingseveryprogrammershouldknow.pdf|3611441|2022-06-16 18_39_25
d5e587dbf690b21a92f055428f2a1c8290d9ad9dbe722e4b190c139df59631d6|aiandmachinelearningforcoders_V2.pdf|39999641|2022-06-16 18_39_34
4fa8a01c49d8417f200ce8e5906f6ae6921eee950f2f6a22d702eba724b947ef|algorithmsinanutshell.pdf|12466076|2022-06-16 18_40_23
ab410ab1d226d4d188d85b13159d4faa38db255e7e96f4bb41b6d70313f51c5d|apprenticeshippatterns.pdf|12594298|2022-06-16 18_39_50
4d886540002b2113aff40353586396c5bc4cbe2185c3f348c64c14ef5154025e|artofagiledevelopment2e_V2.pdf|7276526|2022-06-16 18_40_08
289147712aaf84b3e8e16e971f64ded190c0f4bb124f5804b4f6a94fdd3077ab|artofreadablecode.pdf|29084048|2022-06-16 18_40_18
a0f748fb066c1d8335aa53a74a8e88d602d51cbd72eb8495eeeaa582a31930c3|becomingabetterprogrammer.pdf|33511012|2022-06-16 18_40_14
3ed6bea5bc35003b359e10bd6822288e8fc8dd81726f9d8678c8bab25abc14b6|distributedsystemswithnodejs.pdf|8689217|2022-06-16 18_40_03
e01b76b494a62623da742629c68e03e8a63f12127036b66120c6ecbc804982e7|grpc_upandrunning.pdf|5633899|2022-06-16 18_39_35
60b7be023d7297367d615967f93f317dac1fa6903dc098652ffa0254a4c0ba68|learningalgorithms_V2.pdf|11968032|2022-06-16 18_39_39
a0f1259aaff32cf2789f044c3c46108f56af94ecfc1ae44af740bff472c62c35|learningserverless_V2.pdf|11042893|2022-06-16 18_39_55
aaa0aef7e11ce53f5d6104155f2e15df6fe502a5010245687011d7aa0bd38b9b|programmingtheinternetofthings.pdf|13640443|2022-06-16 18_40_34
ed8f4d7707148edebcdf1d0b20691e35417306f16e67f616ee97ccf14969f9b4|realworldsoftwaredevelopment.pdf|6972730|2022-06-16 18_40_27
19c47383992fb550c985a5bf7e083be3de4997cc77bcd5a601e481f2847bfef9|refactoringatscale_V2.pdf|12534578|2022-06-16 18_40_00
6fea3926d336c94d5dfef9603972a9788aca1bf2221ddb83fffae77d0ef05887|test-drivendevelopmentwithpython2e_V2.pdf|12187802|2022-06-16 18_39_45

FOLDER \EBOOKS\OREILLY\UNIX_and_LINUX
c5b098e7d50768ccd69f9476aa734b38499c7f35bfcb25af12c3367d3ce5bdbf|bashcookbook.pdf|7294420|2021-08-27 19_04_13
912aee3229c0c17fde5b219f07ef42779f0dc8a0b17f2c358eefc502d474ae09|classicshellscripting.pdf|7772700|2021-08-27 19_03_43
35889dc906981a292b1842066d476bf628726f05f35afb3d1049395382a8b533|cybersecurityopswithbash.pdf|8648749|2021-08-27 19_04_02
572b887ead186023fbd4c7399641f9b2fb58e3719b06363aaeefb1b789eb0227|effectiveawk.pdf|4689876|2021-08-27 19_04_31
ed330dd18ef484134687e968443694a46dc4207948dceea9b67fff36a8afa415|greppocketref.pdf|1643221|2021-08-27 19_04_18
ae548e6dbffda97e6b6a348c668ecea7ab564a90d3f3074e36317daf581579e9|introducingregularexpressions.pdf|8958682|2021-08-27 19_04_08
4f0d61fa1d9d5cadf108dbd540e02c7485fad1ae2815ce63cdba6be93559a5d5|learningthebashshell_3rdedition.pdf|3437238|2021-08-27 19_04_22
95d5638cb13ff3b9e308cbd3d3b0dd34700cf8cbadd29846da995d4c8233fbdd|learningtheviandvimeditors_7thedition.pdf|7450513|2021-08-27 19_03_25
5ae6f65bcbe0ade8ede9f2af28430a7f54c9ca02170cb6cb47865f4bff0d1378|linuxdevicedrivers.pdf|5478951|2021-08-27 19_03_32
8fb4074c14126f028d19c94c844b40cfbbfb26ba0fe8b064b8a591349e5ff364|linuxinanutshell.pdf|5931207|2021-08-27 19_03_47
93d30fbe9f829710830022fc8bbc160135d29c2945389498b0ad52990329a10f|linuxobservabilitywithbpf.pdf|3082516|2021-08-27 19_03_43
baadc4730501a4496c22e2d3c037e2e9d0b0b1863938b556ed3a86ee9c66ef2e|linuxpocketguide3e.pdf|3496915|2021-08-27 19_04_27
b72b19f7a0e8b13ffa035531698bb6d11eea96d74bf9c6e17070477f208c7032|linuxsystemprogramming.pdf|8467770|2021-08-27 19_03_51
915b95e6337155b064ae0e1b6a52c8ce371cf2d9c762a3a1db1311c2fc7e6bc1|masteringregularexpressions.pdf|4586335|2021-08-27 19_03_56
4eb45c8f305fcfb6d30c92f439eea441c9c103fd82826d37a8060faef21ba357|sedandawk.pdf|6376840|2021-08-27 19_04_54
dbe01c26e3a154f2d7247ccd30778366887ee48eab63030870727ccfc4cf6a45|unixpowertools.pdf|6811664|2021-08-27 19_03_21

FOLDER \EBOOKS\PACKT
f7abdbbd71aa2dd992fffc780c8aed2503fca55489f51b1fc98e971803b40549|9781786464453-PYTHON_DEEP_LEARNING.pdf|5321556|2018-08-20 20_01_44

FOLDER \EBOOKS\PACKT\AI
d90df83712e73a426ac7e7e5957a2b20d3d0a57e2dc77bcb8dd713dfad3eda98|artificialintelligencewithpython.pdf|33296983|2019-01-02 23_23_12
5795d325f26d02bb1c8644bad32c6bf545f3de7a4314e9644d6f8f99e6107868|buildingmachinelearningsystemswithpython.pdf|6840629|2019-01-02 23_23_46
96210f0bb8f4823e7d9db2de27dfd9493a33d55e506a7515f8c3a55d39ac2e5a|deeplearningforcomputervision.pdf|54368226|2019-01-02 23_26_25
b21c396972b44f182ca9e2794c9cc09dcbc05e8ca610489e9f00a81832e4e30b|deeplearningwithkeras.pdf|37518245|2019-01-02 23_25_04
6e8172a98a4e9ac9c506b7e9cea1361c5d1b7056afe579a1f0681b5b625e1857|machinelearningalgorithms.pdf|37271430|2019-01-02 23_33_41
c2f257313f96c8661ffac1e2d25a38d5ada907b2ed844873765b8d10ca8b81ba|machinelearningfordevelopers.pdf|20920643|2019-01-02 23_26_34
0e03be211b78d7a3bb068991796337ee2df11af48cd7ff0c0461cab278232a39|machinelearningforopencv.pdf|28467350|2019-01-02 23_28_01
57d18a51396996b2248d956860c4f1c6ad973ddce88f6e50ba1d03e44d4dc22b|machinelearningwithgo.pdf|6273998|2019-01-02 23_24_42
501350aebe53f1ada9fb73331b5609fd0cb88bfe3df33c1b483f53e4b407013d|machinelearningwithr.pdf|11447006|2019-01-02 23_26_34
0c697ef3fe5d94d0321c0c5634245d4a22d91f075bc06e8a914b7b751350c261|machinelearningwithtensorflow1x.pdf|15387000|2019-01-02 23_26_04
f8b4a76b4bcce67b97bafd0f7acf2fa9b343391ec3fb6e8310031fe32e912bf0|masteringjavamachinelearning.pdf|16543812|2019-01-02 23_23_53
a5f28f99f269cf67ef8a3de9f751bf07c5b8846141363474b8f06a9763961cad|masteringmachinelearningwithspark2x.pdf|13846344|2019-01-02 23_25_13
436e53e41c16f63ba3d1a60a6a82982d7bbc32d21c09e0329a2015f10dd4129c|neuralnetworkprogrammingwithjava.pdf|4689530|2019-01-02 23_23_03
93724c98f28048b0998ae07ec0ecf3a39fbcc0ec014a23029035fb544734c678|practicalgameaiprogramming.pdf|58009761|2019-01-02 23_32_43
5634b8139c555984e5f02817f167f47c130546422322c35ae1c619b615c77374|statisticsformachinelearning.pdf|17514107|2019-01-02 23_23_11
ccf3fc28739effdb73becd36a51efcca697e03d7995a2c77c32b5cdf7fd547e7|unrealengine4_aiprogrammingessentials.pdf|6682614|2019-01-02 23_22_13

FOLDER \EBOOKS\PACKT\ALL_IN_ONE_PYTHON
18400bc5420b36f6244e6d72b07d4104564e8c5688ab3deaaa94dc6ff26f94b3|40algorithmseveryprogrammershouldknow.pdf|20536089|2022-03-15 17_36_41
73a8560f6ced24f20c65567098ae5c3bfb4a7b52b32ebe6cfdfc0b44517160c6|cleancodeinpythonsecondedition.pdf|3516816|2022-03-15 17_35_20
0b2d4bf8f531e4d44b87f8855ec1b90c52ebc886858f4a175c1f14263c5eb394|craftingtest-drivensoftwarewithpython.pdf|4322995|2022-03-15 17_35_54
165485b1404152b5d750a45eec286dc489a533f0dd1bc20239fe9e28e453c0d7|datascienceprojectswithpythonsecondedition.pdf|17321567|2022-03-15 17_36_43
81212a01bbded4d1d63ee5ebc69bab3ff09d8da179a756529a7d05816cae8a34|django3byexamplethirdedition.pdf|9506907|2022-03-15 17_36_57
b922b3631c69fbafdce42f13908c440650464d5ab52b4cad41fa951cb491f900|expertpythonprogrammingfourthedition.pdf|7827159|2022-03-15 17_36_51
9760881df1169f50a5f0bef33001d63b14022fe6e3dd8b0893454184a01b9dee|hands-ondataanalysiswithpandassecondedition.pdf|74277657|2022-03-15 17_35_06
962c02d7c54a09c47d826895aa29305b0468f1d0ae89da5a2a9ce761ae2f4bba|hands-onfinancialtradingwithpython.pdf|8476639|2022-03-15 17_35_40
66c7dbc2d3b36eaa9cb9e4d5c95757aa67a6849a75e2f5ca9176fd14cad0627d|interpretablemachinelearningwithpython.pdf|16141623|2022-03-15 17_36_11
1f19e5f0116ca007fece77fb6b351d46a0f8c2d6b73e5a3a1ce0e5ab7539578a|learningopencv4computervisionwithpython3thirdedition.pdf|89836146|2022-03-15 17_36_30
58208cec66630c8ef0896bde11c6d13e20b01baf366aecf368e8be457337b845|learnpythonprogrammingthirdedition.pdf|7488988|2022-03-15 17_35_50
78de7ba19d603d93806536624a84737476a79b3b2d30726728e8b748bdfcd0ad|machinelearningengineeringwithpython.pdf|17106095|2022-03-15 17_37_01
be82bf3c23f6886b73bd759aeacd34ff6cb25fe973afe2c41cf2b542def6adab|machinelearningforalgorithmictradingsecondedition.pdf|23137283|2022-03-15 17_36_38
05f8720cb360cf41bb6d6d2155737d32ea1ae1cce871580261f17f8e13c344b7|masteringpythonnetworkingthirdedition.pdf|15622444|2022-03-15 17_36_47
8be04a4ff50e89a6d9a8206c666134bd53faf11463ff97f788ed7e9a13fd36a5|practicalpythonprogrammingiot.pdf|29746056|2022-03-15 17_36_01
8713878581f6d0197092ffc794dac6b46d849e0eda52cd1821c611ac39653ce1|pythondataanalysisthirdedition.pdf|14554883|2022-03-15 17_36_34
d4bd88654f14d80e39daa987d034cd965bf38c9dfd1504bc37fc44a5b2af5524|pythonethicalhackingfromscratch.pdf|6879169|2022-03-15 17_37_04
d512231f179d9a99a6d07deaa146ce5af34aeacfd35d509eca068c21d2209f6e|pythonforgeeks.pdf|7242394|2022-03-15 17_35_24
c7ac7b2e8e3c8482c121d9e009b683035601f50ee8818811f6baa7cc75a6a0dc|pythonnaturallanguageprocessingcookbook.pdf|3277931|2022-03-15 17_36_24
03babb10ce54192b26b1adb5134f8c2c8c1c6c318822ba83e3fac2007cfc43e9|pythonnetworkprogrammingtechniques.pdf|7692409|2022-03-15 17_36_03
1710c8d7902eb276aeb66c47319d806bf19e10c7ef02952d8076d99be61d266b|pythonobject-orientedprogrammingfourthedition.pdf|6229187|2022-03-15 17_35_16
8b621145d138c67cb9c022c92f636a81910613acefd449453234a60bbe8c9fa3|quantumcomputinginpracticewithqiskitandibmquantumexperience.pdf|13406981|2022-03-15 17_36_38
f613e985a2ee1a3a158b29c7aa57ade97c5439ad08bfe79f487e64c89549e8dc|scientificcomputingwithpythonsecondedition.pdf|33264287|2022-03-15 17_35_32
e3c309bbfa0bdcf9dff1b127beed050996a14537837d23c73ec91c1d17af0245|webdevelopmentwithdjangocookbook.pdf|27489227|2022-03-15 17_35_47

FOLDER \EBOOKS\PACKT\BUSINESS_INTELLIGENCE_AND_DATA_ANALYSIS_WITH_TABLEAU_AND_POWER_BI
f4d344b9ac912447e3cfba229d891f6429b5477fe7e4c4dfe58f1e1df8ffee43|artificialintelligencewithpowerbi.pdf|20981190|2022-09-07 21_29_10
200b8015bf1ecceb6ecfe9a498ba376e007edf95dc5f497c32c8b60e88fa3590|expertdatamodelingwithpowerbi.pdf|35006089|2022-09-07 21_29_38
00427d1f3bbc80ddb95810e1949e2be527fd2490aeb2a4e0dd1a3a1fb55a47b3|extendingpowerbiwithpythonandr.pdf|17715517|2022-09-07 21_30_47
9e86f893cb01d3079a6ad1da0972387b9ee9b456005f554ff16666f75298bc32|hands-onfinancialmodelingwithexcelformicrosoft365.pdf|18314317|2022-09-07 21_30_44
65a7dc40fdfaacbf4ee48256a4f4b08a4269cba7e2ce20c93843f0cdf943f24d|learningtableau2020_V2.pdf|18595219|2022-09-07 21_29_06
721ecbfb781c1c2c5b881d487cf55381fa3f60944760ce48223b7d28981b7092|learnpowerbi.pdf|17604236|2022-09-07 21_30_41
f683ba228e0c62d1bde92cbe90357d4309064c3dd75d27074e97f0f416b7fc6a|masteringmicrosoftpowerbi.pdf|29740073|2022-09-07 21_29_54
61d196ea8ccffeed38d062437be99d906e7121cff6b58c53f05af4a7df7fc86e|masteringtableau2021.pdf|98171919|2022-09-07 21_30_31
53e937737484657ad63369719c781e13cf559bb9cc405b4299f5ddb9f0112d22|maximizingtableauserver.pdf|19770767|2022-09-07 21_29_31
1c760a0ca75a97d07b7cd81b50ada4177bef9b93fabc42aab74daf32df3545ba|microsoftpowerbicookbook.pdf|33442588|2022-09-07 21_29_50
55cd0f6b39d847384d059c9058c9edc8a88eeec4771826274572a04f0aca9703|microsoftpowerbidataanalystcertificationguide.pdf|16235171|2022-09-07 21_30_42
a7ad92f01917ca114a5b8b9590cd9eb578a6920e012c481252553ffd662d10f1|microsoftpowerbiperformancebestpractices.pdf|16849778|2022-09-07 21_30_41
5f8c8011c2bb57fb08f2cb93f50d2cb22bb3b9c6da0f2671a63d72fc04c14604|microsoftpowerbiquickstartguide.pdf|8637705|2022-09-07 21_29_01
e2621d3e38bee45af761434af5004a1f030d642bba47ec351fb613e875cd258b|powerquerycookbook_V2.pdf|25901180|2022-09-07 21_29_16
3ad1358dc5d922e36fe1df6da7a811982a51efcced6bdf9c57a8ded2f83c7ac2|tableauprepcookbook_V2.pdf|18660121|2022-09-07 21_30_06
c7d53ddcf53e2951876c4c987b15694d8d4a21af8dc525a4089849e2300bc6ea|tableauworkshop.pdf|53966812|2022-09-07 21_30_07

FOLDER \EBOOKS\PACKT\CICD_MASTERY_FOR_CLOUD_INFRASTRUCTURE_2024
591dd714806e2fdad00040294de2c86669ada8d8fc85f2ec70d2dffdc8b352df|architectingawswithterraform.pdf|4224304|2024-06-08 15_51_34
1e53828314e7500d9155c2e70a5c957640647bdd293c102ae325578f45a259a3|automatingdevopswithgitlabciandcdpipelines.pdf|14581531|2024-06-08 15_51_31
8c2ca81f40400ee69d7747afc4fbd87f8f0cc1b352e9816f58ab08133012a80b|awscertifiedsecurity_specialtyscs-c02examguide_secondedition.pdf|47228762|2024-06-08 15_51_05
6861297d29e69f685fff5a9c47053620e9a5cf8a6efdfbd537bd384aed43e0aa|awscertifiedsolutionsarchitect_professionalexamguidesap-c02.pdf|17772383|2024-06-08 15_53_49
d36a6f52bb3a965c2d630d93166555bd2a87b40a42e7894b69645505bc49bb26|azurearchitectureexplained.pdf|32462052|2024-06-08 15_51_19
0b0f911cda6b3ae6686b7ca98f6fb270b88bdb1bd2145e517d553479b94e08c6|azurefordevelopers_secondedition.pdf|18105628|2024-06-08 15_51_13
9e4d28fa1ef8e70adfe0dc8b8d88b4091506a5760c3b738734938087b313f4c5|cloudsolutionarchitectscareermasterplan.pdf|6805738|2024-06-08 15_50_57
e06ff0a33f4458bcf09328dde71b966f81153ee40def5ac78364caa7542126f6|dockerworkshop.pdf|31796247|2024-06-08 15_54_24
24e887bdfa7c882f933017b994ebef60933b7e40cc4cfbc226304cd1dc468c37|efficientcloudfinops.pdf|10231437|2024-06-08 15_51_08
43a5a39f87202c8e806456d0bf7a3393702820f0d6623974877a41095db50eef|embracingdevopsreleasemanagement.pdf|19939498|2024-06-08 15_51_32
b69e625660388a4028e68a7288317cc6b1eff8f697a95a136bf0fd9683dea1fe|gofordevops.pdf|51770744|2024-06-08 15_51_28
2e7f15c3a3069d40bf3bf12493e9e2e4d542f28f63cdbf996be6aba593cac207|kubernetesworkshop.pdf|43218009|2024-06-08 15_51_09
2baa1d6c9eb4935b7737bcba5fdb6aa7d3b62c6c06e0b8c4b437d47146f1bfa5|learningdevopssecondedition.pdf|19141577|2024-06-08 15_54_39
20099677e44a77b2f19ffe4b2af52ad99c2a9f0b4be5b2a8465e00b1f67b40d5|linuxdevopshandbook.pdf|2134668|2024-06-08 15_53_53
ceeb3d78293f4a3741f302272972d41489aab48ca88c8adadd2cef8a20101fec|microsoftazurefundamentalscertificationandbeyond1e.pdf|14002166|2024-06-08 15_51_22
4c7a90f9d52d105480591e52cb52e44aa4db26c68600365405e0a38f947a7a5f|microsoftazurefundamentalscertificationandbeyond2e.pdf|26183104|2024-06-08 15_51_39
71e0b0f98f96f06b5aedbd47bb60548b28835bbf31604b5983357b5e7cf8d6c5|moderndevopspractices_secondedition.pdf|20857798|2024-06-08 15_51_08
af5c4da2814d2516f1b067dc3b67fdf7ee1beb19ef124fbf934f0f27d6a63a0d|multi-cloudfordevelopers.pdf|8628922|2024-06-08 15_54_13
325bc9a48e3847fca8ad5373cb1e9a1f299eca6baa0aa263196311986634d041|observabilitywithgrafana.pdf|14749003|2024-06-08 15_51_35
b83e6a55bb743fcded621e4e15e4101eb20d3b9e7c7075d26619c2a89cf7c870|practicalansible_secondedition.pdf|10144895|2024-06-08 15_54_51
a5151d5f30017c674bfc5f3c2f0c9459c5f708a9362617e10d445c7c299131d5|self-taughtcloudcomputingengineer.pdf|28125846|2024-06-08 15_51_36
7cc0a12f03286b247885cb6c21944d796ffb92e20cfcf454b9c8693cf3912c63|ultimatedockercontainerbook.pdf|21767238|2024-06-08 15_51_28

FOLDER \EBOOKS\PACKT\CLOUD_COMPUTING
354178211ec784ee022293b022ddde66c238f8e700c8c89314f65373d5ce7415|awsadministrationcookbook_reupload.pdf|28478769|2019-01-02 22_58_03
47c4d4260e46013a50a3c397180bc2c2c94b1ce6436ea4e6edfae864d97017e7|awsadministration_thedefinitiveguide_reupload.pdf|8078086|2019-01-02 23_05_55
8b50725e2ef156089038a9408613a4bf2b85d74a2079f6ec3e08247a9275e400|buildinghybridcloudswithazurestack.pdf|36754674|2019-01-02 23_03_14
665722c8c900c63c00269f6587f5c7f1b22eb9e9cda163c5e0fa9c6c4d0e0a24|cloudnativepython.pdf|42716036|2019-01-02 23_04_53
099a1e08446349e9b479925be927ad8ee82ed79fbd1d899c094354f68922a6b7|gettingstartedwithkubernetes_secondedition.pdf|12161628|2019-01-02 22_57_36
d473eb1cc31efe8cabbdff2a1d437dffc7ce6ab1d92a3d6dcb9625e77ccdfab4|implementsazuresolutions.pdf|34393135|2019-01-02 23_06_20
668b323445c4769e901856ad4dc484462dbcaefe9a5c0b27ad38126b3469b138|masteringdocker.pdf|25472479|2019-01-02 22_57_40
c1ae3bf9ab48d3f2342cd733cf27cdae7e076156ec8bd4277c89ba54dc8aac7b|masteringidentityandaccessmanagement.pdf|33624291|2019-01-02 22_59_01
72588648599a060aaedcdc2a5a2ca829d16803382f982bbf44d6447511088f9b|masteringkubernetes.pdf|3602394|2019-01-02 23_05_42
6c3ac5ad07a5e640cc46a79aca2be30f6470e02fb10cf25dfe06bb9463e46b12|masteringopenstack.pdf|15373885|2019-01-02 22_58_30
b4a6e3d5f922a20ff8ccc26f60f38f468bde7bb54d4dd908adea9e2701e4df84|microserviceswithazure.pdf|21725377|2019-01-02 22_58_04
4e0b85af1765709be61a67780f9f74b0454e4f313c9f10f1d78d03cd5d767004|openstackforarchitects.pdf|5295378|2019-01-02 22_57_40

FOLDER \EBOOKS\PACKT\CODING_AND_APP_DEVELOPMENT
fd0a5e6278c36270ad28a39f98a8a9475e2059338995b079fb278d08890aaada|android9developmentcookbook.pdf|16596974|2019-08-11 21_37_16
4bc5d0a3b03342d6ac7eb366daa6d2d1ab230e94559fc47c25774470228dbc11|androidprogrammingforbeginners.pdf|11545690|2019-08-11 20_00_17
f86b76c73a82f5e8cddbbca8b977f64be3979311796c9bc5a0c06c9ef1ca9949|angular6forenterprise-readywebapplications.pdf|13584091|2019-08-11 21_39_45
9cbf8aab6aa25ac4bbcbbfd1a04eac3b99ca22682bd2c1a6bf5283e6a04e0ca6|architectingmodernjavaeeapplications.pdf|3250930|2019-08-11 20_00_59
a897acff1f29b20812019e156873e2a8004a0fc51f41915bd74e0c7485c2c5f7|aspnetcore2andangular5.pdf|8884483|2019-08-11 21_37_19
74ca016c0978ca146ba99a2703f4bb53105dad89ee67ed83eb109f01b8028ccf|django2webdevelopmentcookbook.pdf|16140292|2019-08-11 21_38_33
3ecd455300ac2554bd17e27915b145846cd4fcc542365afcd02112529d06d5bc|hands-onfullstackdevelopmentwithspringboot20andreact.pdf|8005606|2019-08-11 21_37_30
bcc93c14cc7f00dc712d7c4ae110dfc6955afef4e7b622e10bb9f3b4f7861d4b|hands-onfullstackwebdevelopmentwithangular6andlaravel5.pdf|6988720|2019-08-11 21_37_38
095888b274ca55c98c34a3a0f82aa0b725f8350322f4c592c3d39dd0382bd0f1|learningjquery3.pdf|12332168|2019-08-11 20_00_36
a772396f756fa1fd9ff685a5e9d22599afb89f415137a78dd56fecf2b608d564|learningnodejsdevelopment.pdf|24314751|2019-08-11 21_38_22
256b132c8679205d4a66192aaf77acf1d55a6e9eb4b10daa74fe7e8638df1d10|learnqt5.pdf|4439237|2019-08-11 20_00_54
735fd4af44582a7a390d3ec738024b9983bf4a67ab265149fb1df124205d6796|masteringios12programming.pdf|27856655|2019-08-11 20_13_42
c60988ea6db989a04160b6bbb0ce8fb8e16f1bb35ecfdfe2c18db386c211534b|masteringxamarinuidevelopment.pdf|23376634|2019-08-11 21_40_03
c2f867e0f736000882119a7e9683b4d5e56e95e0a8bfad8bb2d2840cff60464a|reactandreactnative.pdf|8632784|2019-08-11 20_00_29
